frame,timestamp,mean_magnitude_px_frame,mean_signal
855,2025-12-04 17:50:56.782740,0.9360067,93.93163168155235
856,2025-12-04 17:50:56.819466,1.0737617,94.04665185655348
857,2025-12-04 17:50:56.849512,0.8683186,94.1691526499524
858,2025-12-04 17:50:57.150414,0.87671584,94.39520333680917
859,2025-12-04 17:50:57.164762,0.9356163,94.36346737997007
860,2025-12-04 17:50:57.200546,1.1329738,94.26209366640975
861,2025-12-04 17:50:57.231793,1.2498746,94.27732692569252
862,2025-12-04 17:50:57.541686,1.1441422,94.14444394069909
863,2025-12-04 17:50:57.553925,0.9594233,94.04733191277145
864,2025-12-04 17:50:57.592225,0.9515884,94.07031781293921
865,2025-12-04 17:50:57.622461,0.91146374,94.03962460896767
866,2025-12-04 17:50:57.908984,0.9515915,94.00281089903432
867,2025-12-04 17:50:57.923203,0.98553705,94.1796708527905
868,2025-12-04 17:50:57.959776,0.8750108,94.23520877725892
869,2025-12-04 17:50:57.989255,0.92513573,93.9894364600807
870,2025-12-04 17:50:58.286045,0.8780175,94.07462483565308
871,2025-12-04 17:50:58.300219,1.1028286,94.01577730425716
872,2025-12-04 17:50:58.343097,0.90188205,94.0985174774448
873,2025-12-04 17:50:58.368247,1.0412045,94.04520106995511
874,2025-12-04 17:50:58.674843,1.0224445,94.16869927914041
875,2025-12-04 17:50:58.687510,0.9307974,94.31599945595502
876,2025-12-04 17:50:58.723870,0.9771303,94.48111710568074
877,2025-12-04 17:50:58.756882,1.1240258,94.4685133971075
878,2025-12-04 17:50:59.065587,1.0387841,94.5212404225416
879,2025-12-04 17:50:59.077515,0.9853276,94.36541687446162
880,2025-12-04 17:50:59.110481,0.92480546,94.4083510903568
881,2025-12-04 17:50:59.142605,0.85450155,94.40227592147617
882,2025-12-04 17:50:59.447147,0.85729903,94.479122274108
883,2025-12-04 17:50:59.459081,0.91923714,94.40526816883529
884,2025-12-04 17:50:59.497932,0.91338307,94.36451013283765
885,2025-12-04 17:50:59.528520,0.8358781,94.2429160810627
886,2025-12-04 17:50:59.837700,0.92077667,94.02425533844131
887,2025-12-04 17:50:59.851533,0.9482607,93.94033640114249
888,2025-12-04 17:50:59.888955,0.8785981,93.87119735231445
889,2025-12-04 17:50:59.917919,0.8135925,94.0387178673437
890,2025-12-04 17:51:00.220828,0.8562178,94.11184657931723
891,2025-12-04 17:51:00.233860,1.4471511,94.0347735412794
892,2025-12-04 17:51:00.272178,1.1715772,94.03123724894591
893,2025-12-04 17:51:00.302691,1.158309,94.13174955796346
894,2025-12-04 17:51:00.588702,1.1102804,93.88701999365281
895,2025-12-04 17:51:00.604204,0.99352247,93.71061341070862
896,2025-12-04 17:51:00.641239,0.88531685,93.89146302761029
897,2025-12-04 17:51:00.674502,0.8860182,94.0878179262819
898,2025-12-04 17:51:00.964270,1.0532113,94.10051230901755
899,2025-12-04 17:51:00.976958,1.0760343,94.25619984585393
900,2025-12-04 17:51:01.014643,1.0138519,94.45989935167974
901,2025-12-04 17:51:01.044100,0.8302238,94.52178446751599
902,2025-12-04 17:51:01.336634,0.98464394,94.55510722219704
903,2025-12-04 17:51:01.349385,1.0721242,94.6124132928322
904,2025-12-04 17:51:01.389676,1.0665903,95.08011062247813
905,2025-12-04 17:51:01.415056,0.9833983,95.43432923788366
906,2025-12-04 17:51:01.713062,0.9267707,95.37412159405177
907,2025-12-04 17:51:01.726251,1.2312838,95.18483928004716
908,2025-12-04 17:51:01.764285,1.2605389,95.28770911728702
909,2025-12-04 17:51:01.791614,1.1373457,95.14575871605386
910,2025-12-04 17:51:02.087332,1.119573,95.01591331550075
911,2025-12-04 17:51:02.097823,1.0895206,94.92052409665865
912,2025-12-04 17:51:02.138434,0.96145093,95.19494944915446
913,2025-12-04 17:51:02.167169,1.2321676,95.0387632044249
914,2025-12-04 17:51:02.457154,1.1578864,95.04483837330552
915,2025-12-04 17:51:02.470299,1.1296132,94.44575418234574
916,2025-12-04 17:51:02.509519,0.94945085,94.11030511855647
917,2025-12-04 17:51:02.535311,0.87553495,94.15686630094754
918,2025-12-04 17:51:02.838134,1.1611536,94.02593281044567
919,2025-12-04 17:51:02.851866,1.1296377,94.06873101509724
920,2025-12-04 17:51:02.890424,0.7989158,95.6304121140681
921,2025-12-04 17:51:02.924688,1.2295572,94.67203155460851
922,2025-12-04 17:51:03.206854,0.9961517,93.8488461712835
923,2025-12-04 17:51:03.222356,1.0340197,93.79666319082378
924,2025-12-04 17:51:03.262567,1.1483657,93.74760846896677
925,2025-12-04 17:51:03.291585,0.9541327,93.9115926916625
926,2025-12-04 17:51:03.578780,0.8808298,93.83742122682142
927,2025-12-04 17:51:03.592413,0.9992621,94.67071677925375
928,2025-12-04 17:51:03.627283,1.0577502,95.42947817019541
929,2025-12-04 17:51:03.656293,0.93519837,95.38436777440269
930,2025-12-04 17:51:03.958015,0.9927448,95.54059935621345
931,2025-12-04 17:51:03.972786,0.97045445,95.41827991113932
932,2025-12-04 17:51:04.009090,1.0691679,95.2079611914585
933,2025-12-04 17:51:04.038232,1.0854378,95.11919118647141
934,2025-12-04 17:51:04.321327,1.1691971,95.10812893865894
935,2025-12-04 17:51:04.333541,0.9704145,94.598449471823
936,2025-12-04 17:51:04.372789,1.0745388,94.00412567438909
937,2025-12-04 17:51:04.402639,1.1091473,94.01632134923153
938,2025-12-04 17:51:04.704993,0.9580712,93.93494128847985
939,2025-12-04 17:51:04.717602,0.97170126,93.74946728929592
940,2025-12-04 17:51:04.754115,0.97847265,93.57918121231356
941,2025-12-04 17:51:04.784854,1.000141,93.44321530579862
942,2025-12-04 17:51:05.090320,1.0041658,93.76451920025389
943,2025-12-04 17:51:05.105033,0.9317397,93.9679920206737
944,2025-12-04 17:51:05.145940,1.035418,93.90923516344017
945,2025-12-04 17:51:05.175925,1.1248592,93.88575055537925
946,2025-12-04 17:51:05.458026,0.9672146,93.88597724078524
947,2025-12-04 17:51:05.474926,0.9762565,94.19608287618443
948,2025-12-04 17:51:05.508508,0.8498784,94.24926327243053
949,2025-12-04 17:51:05.540484,0.89659107,94.34324704175545
950,2025-12-04 17:51:05.830812,0.8678834,94.47227637484698
951,2025-12-04 17:51:05.845548,0.83287734,94.55469918846624
952,2025-12-04 17:51:05.881844,1.0308105,95.01895089994106
953,2025-12-04 17:51:05.912446,0.85575044,95.17876411116653
954,2025-12-04 17:51:06.202394,0.8410225,95.06387994740899
955,2025-12-04 17:51:06.214162,0.95202655,94.93788819875776
956,2025-12-04 17:51:06.252891,1.1228952,94.8520197669674
957,2025-12-04 17:51:06.283509,1.0256388,94.73024436686767
958,2025-12-04 17:51:06.574260,0.982059,94.58824862855329
